filter_p,prolificID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,t.morals_First Click,t.morals_Last Click,t.morals_Page Submit,t.morals_Click Count,wis_psych_char,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,IMW_J,IMW_O,IMW_FINAL,FRMW_J,FRMW_O,FRMW_FINAL,FRWM_J,FRWM_O,FRWM_FINAL,FRJF_J,FRJF_O,FRJF_FINAL,TRMW_J,TRMW_O,TRMW_FINAL,TRWM_J,TRWM_O,TRWM_FINAL,TRHOC_J,TRHOC_O,TRHOC_FINAL,PR_J,PR_O,PR_FINAL,DR_J,DR_O,DR_FINAL,FM_J,FM_O,FM_FINAL,CONSTRUCT_J,CONSTRUCT_O,CONSTRUCT_FINAL,Intention_J,Intention_O,Intention_FINAL,Action_J,Action_O,Action_FINAL,MDW_J,MDW_O,MDW_FINAL,wisdom_culture,AR_K,AR_H,AR_FINAL,U_K,U_H,U_FINAL,MBR_K,MBR_H,MBR_FINAL,CCOMPETENCE_K,CCOMPETENCE_H,CCOMPETENCE_FINAL,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,t.culture_First Click,t.culture_Last Click,t.culture_Page Submit,t.culture_Click Count,comments,age,sex,gender,gender_5_TEXT,edu,prior.knowledge,occupation,ethnicity,religion,religion_9_TEXT,Politics_1,country,income,more.coments,PROLIFIC_PID,STUDY_ID,SESSION_ID
0,598812ccc01c89000185c7bc,10/22/2021 12:33,10/22/2021 12:37,IP Address,90.212.13.84,41,198,FALSE,10/22/2021 13:37,R_2TIhEsktF2ilqO1,,,,,,,anonymous,EN,I consent to participate in this study,,,,"I feel that wisdom and morality are separate entities. You can be a very moral character and very unwise, also very wise and lacking in morality.",5.846,7.383,63.821,2,,0,0,5.649,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Culture shapes the way we view the world so will impact our wisdom.,1,,1,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Female,,,,,,,,,,,,,,,
0,59942e109845ef00014de0a3,10/22/2021 13:26,10/22/2021 13:36,IP Address,86.128.167.116,100,554,TRUE,10/22/2021 13:36,R_RKN8UxGG7GyWBJD,,,,,51.99159241,-0.735702515,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is relevant for morality,a dog is too its pups.,,45.609,72.012,72.034,4,Psychological characteristics impact an individual in a significant way. Think of those who are easily anxious and how that translates to how they would handle a busy train station to someone with great self-esteem would.,7.363,14.876,15.981,2,0,0,0,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,Wisdom should inform our cultural behaviour both consciously and unconsciously in how we choose to express ourselves and all others to express themselves. It dictates how we operate in the world and the environment around it thus shaping it socially and culturally.,1,,1,0,,0,0,,0,1,,1,,"Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Seeking Insight /Meaning,Equanimity/Self-control,Declarative (book) knowledge,Pursuit of truth,Self-transcendence,Experiential knowledge,Realization of shared humanity","Balance of diverse interests,Uncertainty management","Deliberation/Reflection,Sympathy/compassion,Context-sensitivity,Humor,Open-mindedness/Consideration of diverse perspectives,In-group cooperation,Self-compassion",,,,,,,,,,,,,,,,,,,1,,3,,6,,8,5,,,,7,,4,2,,,,,,,,,,,,,1,,2,,,,,,5,,3,,1,,,6,2,,,,,,7,4,6.348,126.406,127.589,14,,40,Male,,,,,,,,,,,,,,,
0,5995c0c7d25b9e0001825850,10/22/2021 13:47,10/22/2021 13:51,IP Address,109.153.23.183,41,258,FALSE,10/22/2021 14:51,R_bxRz9Armr0zmwnv,,,,,,,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom,Morality is sufficient for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",Skills to ability ,"Morality being moral ground. You have to be wise, therefore have wisdom to enable you to understand morals anyway",7.916,26.961,45.472,4,"There can be two types of people, those that depend on intentions mean they have the right ideas in their head and would like to think that they would act in a moral way, those who depend on their actions are the ones that focus on getting things done therefore are more successfully able to display wisdom",4.964,4.964,8.376,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,I think you have to be wise enough to be open-minded to even begin to understand other cultures and how beneficial it is that we all exist together.,0,,0,0,,0,0,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Male,,,,,,,,,,,,,,,
0,599a4f30903924000143245d,10/22/2021 12:59,10/22/2021 13:11,IP Address,82.15.246.28,100,724,TRUE,10/22/2021 13:11,R_p0NO7qXZjqLZnkR,,,,,50.89630127,-1.046295166,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,leaves are to tree.,i understand it as having a core self awareness. ultimate wisdom requires an ego-less self.,2.101,71.188,72.151,6,intentions and actions must be carried out in an entirely pure tone and outcomes desires must employ a positive outcome for all involved.,20.891,20.891,22.469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"i feel cultures where open-mindedness is not suppressed or even actually encouraged are a more central overview of wisdom. wisdom comes from questioning, wanting to know why and not just 'because',",1,,1,0,,0,0,,0,1,,1,"Declarative (book) knowledge,Uncertainty management,Context-sensitivity","Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Pursuit of truth,Seeking Insight /Meaning,Self-compassion,Open-mindedness/Consideration of diverse perspectives,Deliberation/Reflection,Sympathy/compassion,Realization of shared humanity","In-group cooperation,Equanimity/Self-control,Balance of diverse interests","Experiential knowledge,Self-transcendence,Humor",,,,,3,,,,,,,,,2,1,,,,1,5,,,,6,8,2,,7,,,,,3,4,,,,2,,,,,,1,,3,,,,,,,,,,,2,,,,,,,1,,,,,3,14.401,143.351,144.291,21,wisdom is an uncomprehending system to the human mind. not knowing everything is simply experiencing.,28,Female,,,,,,,,,,,,,,,
0,59e79b0362637600014a7d4c,10/22/2021 12:30,10/22/2021 12:39,IP Address,146.90.27.60,100,557,TRUE,10/22/2021 12:39,R_2Yh3LF4fnkjOXaV,,,,,52.5308075,0.369995117,anonymous,EN,I consent to participate in this study,,,,I do not agree with any of these statements. I think it is possible to be very wise but also immoral which is why i did not select any of the answers. ,2.988,2.988,40.865,1,,0,0,42.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I think anyone can be wise regardless of culture but with that being said i do think that culture can effect peoples wisdom. ,0,,0,1,,1,0,,0,1,,1,"Declarative (book) knowledge,Experiential knowledge,In-group cooperation,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Balance of diverse interests",Open-mindedness/Consideration of diverse perspectives,"Deliberation/Reflection,Context-sensitivity,Self-transcendence,Self-compassion","Realization of shared humanity,Equanimity/Self-control,Pursuit of truth,Uncertainty management,Humor,Sympathy/compassion,Seeking Insight /Meaning",,4,,,,,,,,3,,5,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,2,3,1,,,,,,,,,,4,,,,2,,,,1,3,,6,,,4,,7,,5,36.475,36.475,251.082,1,,32,Male,,,,,,,,,,,,,,,
0,59eb9c7a6a6c3a000154bb97,10/22/2021 13:07,10/22/2021 13:19,IP Address,86.157.73.114,100,706,TRUE,10/22/2021 13:19,R_3lAeiLf3zAHdopo,,,,,51.48539734,-0.305099487,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality",Nutrition is to a healthy existence,"Wisdom and morality are two entirely disparate entities, but there is a correlation between the two.",1.793,90.35,91.42,4,Moral intentions or actions are informed by notions of what is right in principle.  Feelings are not necessarily moral but morality can inspire feelings.,21.272,22.633,30.661,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Culture is to a great extent informed by wisdom, but sometimes culture can be contrary to wisdom too.",1,,1,0,,0,0,,0,0,,0,"Balance of diverse interests,Declarative (book) knowledge","Equanimity/Self-control,Sympathy/compassion,Seeking Insight /Meaning,Self-compassion,Context-sensitivity,In-group cooperation,Pursuit of truth,Experiential knowledge,Humor,Realization of shared humanity,Deliberation/Reflection","Uncertainty management,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Open-mindedness/Consideration of diverse perspectives",Self-transcendence,,,,,,,,,,,,1,,,2,,,,,,1,5,,11,10,7,6,2,,8,,,3,4,9,2,3,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,15.079,206.961,207.963,15,I would need more of it to be a more insightful contributor to a survey such as this one,60,Male,,,,,,,,,,,,,,,
0,5a16eb755d06850001b00bea,10/22/2021 14:13,10/22/2021 14:29,IP Address,99.250.2.71,100,941,TRUE,10/22/2021 14:29,R_2DY6aD7tDNZPkt9,,,,,43.44760132,-80.4713974,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality",learning is to effort.,I do not.,1.064,16.033,40.087,3,"I believe that psychological characteristics of wisdom depend on both moral intentions and actions a great deal, as one's ways of thinking can impact whether one forms moral intentions or engages in moral actions.",0,0,60.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"I believe that culture and the psychological characteristics of wisdom are closely intertwined. This is because some cultures emphasize the psychological characteristics of wisdom more than others, giving rise to some cultures wherein wisdom plays a central role, and others where wisdom can be said to be mostly absent.",1,,1,0,,0,0,,0,0,,0,Declarative (book) knowledge,"In-group cooperation,Realization of shared humanity,Deliberation/Reflection,Uncertainty management,Seeking Insight /Meaning","Balance of diverse interests,Self-transcendence,Pursuit of truth,Sympathy/compassion,Self-compassion,Equanimity/Self-control,Open-mindedness/Consideration of diverse perspectives","Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Humor,Context-sensitivity,Experiential knowledge",,,,,,,,,,,,,,,1,,,,,,,,,3,2,,1,,,,4,,5,,,,7,6,,2,,,3,,4,1,,,,,5,,1,,,3,,,,,,,,4,,,,,2,5.253,5.253,162.962,1,No.,23,Male,,,,,,,,,,,,,,,
0,5a5f1bdceedc32000142d16f,10/22/2021 12:52,10/22/2021 12:57,IP Address,81.154.77.74,100,328,TRUE,10/22/2021 12:57,R_1exwuhGO7zF9Lls,,,,,51.46429443,-0.011901855,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom,Morality is sufficient for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",what ying is to yang,None.,1.4,37.698,44.581,3,A part of wisdom is understanding how your actions have consequences and so it's impossible to have wisdom without a sense of morality. Without morality you'd be unable to assess how your outcomes can affect others.,1.231,1.231,2.939,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I don't think there is necessarily a strong relationship. I think culture often lags behind wisdom. Culture is a product of the present whereas Wisdom often requires a degree of experience and hindsight. ,0,,0,0,,0,0,,0,1,,1,"Humor,Open-mindedness/Consideration of diverse perspectives,Equanimity/Self-control,Pursuit of truth,Self-transcendence,Deliberation/Reflection,Balance of diverse interests","In-group cooperation,Seeking Insight /Meaning,Uncertainty management,Context-sensitivity","Realization of shared humanity,Sympathy/compassion","Experiential knowledge,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Declarative (book) knowledge,Self-compassion",,,2,3,,5,6,,4,,,7,,,,,,1,,,,4,,,,,1,,,,3,,2,,,,,,,,,1,,,2,,,,,,,,2,,,,,,,,,,,1,,3,,4,,0.948,38.282,47.588,4,None.,31,Male,,,,,,,,,,,,,,,
0,5aa2ce77777df200016058ca,10/22/2021 11:06,10/22/2021 11:17,IP Address,77.103.7.98,100,631,TRUE,10/22/2021 11:17,R_3nBPIPL6MCArED5,,,,,53.64129639,-2.669204712,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is necessary for morality",it is wisdom that promotes morality by being honest,none thanks,22.749,87.236,98.215,2,honesty is the best of intentions,0,0,90.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i think it stems on where you were brought up and your parents integrity,0,,0,0,,0,0,,0,0,,0,"Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Declarative (book) knowledge,Uncertainty management,Context-sensitivity","Seeking Insight /Meaning,Deliberation/Reflection,Experiential knowledge,In-group cooperation","Equanimity/Self-control,Realization of shared humanity,Balance of diverse interests,Pursuit of truth,Self-compassion,Sympathy/compassion,Open-mindedness/Consideration of diverse perspectives,Self-transcendence",Humor,,1,,,4,,,,,,,,,3,2,,,,,,,,,2,,,4,,,3,,,1,,,,7,1,,8,,2,4,,6,3,,,,,5,,,,,,,,,,,,,,,,,,1,0,0,134.385,0,no none i can think of,,Male,,,,,,,,,,,,,,,
0,5ae88efd9d82560001bdc598,10/22/2021 11:11,10/22/2021 11:22,IP Address,92.27.143.40,41,608,FALSE,10/22/2021 12:22,R_306qTdXP513ciym,,,,,,,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is necessary for morality,breathing is to life. You can't have one without the other.,I think you need to have a degree of wisdom and life experience to understand morality.,9.15,126.453,129.119,5,"I think if you're brought up in a very moral family, that will heavily influence your perceived wisdom. However real wisdom comes from an understanding of influences outside of that morality.",28.887,28.887,80.038,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Your culture heavily influences your wisdom and the way you think, act and believe. ",1,,1,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Female,,,,,,,,,,,,,,,
0,5b09da13641b1200010eab05,10/22/2021 14:28,10/22/2021 14:56,IP Address,45.72.210.239,100,1630,TRUE,10/22/2021 14:56,R_1K9MfKwRuGqvP5I,,,,,43.65910339,-79.46260071,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is necessary for morality",understanding is to compassion,I think having knowledge of consequences and effects of action or inaction provides a better chance to make moral choices.,20.9,80.849,199.016,6,"To some extent. I think there is some sort of reinforcement for ways of thinking the more desire there is and actions taken, especially when positive results are seen, and even conversely when there are negative results that may further reinforce desire for a positive outcome.",0,0,101.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"I think that culture can be beneficial in the way that there is pre-existing knowledge and wisdom to be built upon and learned from, but at the same time detrimental with antiquated views that value tradition over growth.",0,,0,1,,1,0,,0,0,,0,"Pursuit of truth,Self-transcendence,Declarative (book) knowledge,Realization of shared humanity","Balance of diverse interests,Context-sensitivity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility","Open-mindedness/Consideration of diverse perspectives,Self-compassion,Deliberation/Reflection","Sympathy/compassion,Humor,Seeking Insight /Meaning,Equanimity/Self-control,In-group cooperation,Experiential knowledge,Uncertainty management",,,,,,2,,4,1,,,,,,3,,,,3,,,2,,,,,,,1,,,,,,,,1,,,,3,,,,,,,,,,2,,,,4,,,,,,5,1,,6,7,,3,,2,59.289,291.063,314.935,14,Wisdom is something we should work to cultivate our whole lives.,24,Male,Man/Transman,,High school graduate,"I have not taken any courses on wisdom, morality or culture",Unemployed,Asian,Non-Religious,,2,Canada,"$25,001 - $35,000",I did have to read over the questions a few times. Certain syntax (e.g. legal text) often doesn't allow me to fully grasp it the first time around.,,,
0,5b2277cbfb54e8000150c8de,10/22/2021 11:53,10/22/2021 12:03,IP Address,82.28.135.91,100,653,TRUE,10/22/2021 12:03,R_sbyuTvpSndviAP7,,,,,52.46769714,-2.147201538,anonymous,EN,I consent to participate in this study,,Wisdom is necessary for morality,,I believe you gain morality over time through experiences. I class wisdom a experiences through life that teach you values.,10.894,10.894,53.266,1,,4.933,91.248,92.915,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,I feel wisdom can change the way someone peoples cultures can make them behave/act. Sometimes make little changes to suit them morally.,0,,0,0,,0,1,,1,1,,1,"Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Declarative (book) knowledge,Context-sensitivity","Seeking Insight /Meaning,Equanimity/Self-control","Deliberation/Reflection,Experiential knowledge,Self-transcendence","Sympathy/compassion,Pursuit of truth,Balance of diverse interests,Realization of shared humanity,Humor,Uncertainty management,In-group cooperation,Open-mindedness/Consideration of diverse perspectives,Self-compassion",,1,,,3,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,1,,,,,,,3,1,,,,,,2,,,,,,,8,,,,,4,2,7,1,3,,6,,,9,5,14.707,160.641,163.641,50,"I would say wisdom can change a person over time through the knowledge that they gain. But they would have to have potentially gone through a big emotion/wake up call/shock. Sometimes if life isn’t going so well, it can spur us on to a different path through the knowledge we gain over time.",36,Female,,,,,,,,,,,,,,,
0,5b7199eef62da60001c0142b,10/22/2021 13:33,10/22/2021 14:02,IP Address,109.159.166.43,100,1727,TRUE,10/22/2021 14:02,R_1qhe1aOiwaIQvPi,,,,,55.03489685,-7.27180481,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,chalk is to cheese,morality is the base of ethical thinking and decision making but can appear contrary to wisdom at times as wisdom is the base of logical decision making gained from experience.,11.645,274.085,419.473,3,the two are intertwined meaning our morals can sometimes outway logical or wisdom thinking devoid of experience. A person that has experienced consequence of their decision making will ultimatly begin to develop their wisdom and actualise the moral weight of balanced decision making or actions.,0,0,81.511,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,X,"Yes of course culture is the largest component of how much we allow cultural 'norms' to affect our moral thinking. For instance in the west we have a generally open minded society whioch is tolerant. For countries with sharia law in place, the wisdom of decision makers is rooted in cultural norms which i believe drives the morality of of sharia law which to a westerner is absurd and flawed wisdom due to cultural morality.",1,,1,0,,0,0,,0,0,,0,Declarative (book) knowledge,"Equanimity/Self-control,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Uncertainty management,Context-sensitivity","Realization of shared humanity,Experiential knowledge,In-group cooperation,Balance of diverse interests","Open-mindedness/Consideration of diverse perspectives,Humor,Self-transcendence,Seeking Insight /Meaning,Pursuit of truth,Deliberation/Reflection,Self-compassion,Sympathy/compassion",,,,,,,,,,,,,,,1,,,,2,,1,4,,,,,,,,,3,,,,,,,,,,,1,,3,,4,2,,,,,,,1,,,3,6,,5,,8,,,,,4,7,2,21.859,305.606,309.055,2,,37,Male,,,,,,,,,,,,,,,
0,5b733e7e75c9a9000168ee70,10/22/2021 13:21,10/22/2021 14:01,IP Address,92.18.120.19,100,2416,TRUE,10/22/2021 14:01,R_qQq4NauQVFdiA25,,,,,51.71549988,-1.292602539,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,"wind is to a storm - it helps make it more powerful depending on how strong the wind is, just as morality can be better depending on the depth of the wisdom.","I think that with wisdom comes a better understanding of people, the world and how to view things from both sides, not necessarily from a knowledgeable point of view but from an empathic point of view, which in turn creates better morality. To me, good morality means to consider others in the way you behave and to consider how your actions may affect not only yourself but other people and your surroundings.",6.206,715.437,739.561,12,"I think that they play a great part in both. I think wisdom does play a part in considering others, not just yourself, and weighing up both sides, which would naturally sway their intentions and affect what actions they take to achieve what they want. For example, if someone wanted to make some money from somthing that may possibly affect the environment of another person, I believe that someone who is wise would consider all aspects and weigh up the pros and cons for not only themselves but for others, whereas someone without the same empathic nature or ability to form those understandings based on someone elses point of view may act differently.",0,0,78.289,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,X,0,1,X,1,0,X,"Again, I think that they are closely related as they create an understanding of a broader world (physically, emotionally and spiritually) than just the one in their near vicinity. I think that any learning, not just of a knowledgeable side, creates wisdom.",1,,1,0,,0,0,,0,1,,1,"Declarative (book) knowledge,Self-transcendence,Experiential knowledge","Humor,Pursuit of truth,In-group cooperation,Seeking Insight /Meaning,Context-sensitivity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility","Uncertainty management,Open-mindedness/Consideration of diverse perspectives,Balance of diverse interests","Realization of shared humanity,Sympathy/compassion,Deliberation/Reflection,Equanimity/Self-control,Self-compassion",,,,,,2,,,,,,,3,,1,,,,6,,,5,,,,2,3,,,,,,4,,1,,2,,,,,,,,,3,,1,,,,,,,4,,,3,1,,,2,,,,,,5,,101.187,628.529,631.275,3,No.,38,Female,,,,,,,,,,,,,,,
0,5baa8cafc67122000123cab1,10/22/2021 14:27,10/22/2021 14:41,IP Address,68.14.6.212,100,845,TRUE,10/22/2021 14:41,R_xgbExWJ37O65Vq9,,,,,41.94129944,-71.64189911,anonymous,EN,I consent to participate in this study,,,,"I do not necessarily believe that wisdom is necessary for morality. I believe that morality is merely culturally passed down, and that often children have more consistent morality than that of adults with much more wisdom. It is possible that wisdom does not benefit ones morality but rather inhibits it.",4.786,15.905,129.911,3,,0,0,86.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"I am not sure if there is a strict relationship between wisdom and culture. Culture, like morality, is typically passed down generationally, and serves the purpose of survival and preservation. Perhaps wisdom is needed when it comes to the question of whether or not to alter culture.
",0,,0,0,,0,0,,0,0,,0,Self-transcendence,"Context-sensitivity,Pursuit of truth","Seeking Insight /Meaning,Open-mindedness/Consideration of diverse perspectives,Uncertainty management","Self-compassion,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Deliberation/Reflection,Experiential knowledge,In-group cooperation,Sympathy/compassion,Realization of shared humanity",,,,,,1,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,2,,,,,,,,,,,3,,1,,,2,,,,,3,7,,5,6,,4,,,,1,,38.053,182.775,183.285,5,,21,Male,Man/Transman,,High school graduate,"I have not taken any courses on wisdom, morality or culture",None,White,Non-Religious,,1,United States of America,"$50,001 - $75,000","The study was pretty clear and easy to understand. It was interesting but there was a lot to consider and think about.
",,,
0,5bb9b356ac45e60001316892,10/22/2021 12:26,10/22/2021 12:32,IP Address,92.41.76.252,100,395,TRUE,10/22/2021 12:32,R_3k5hrV2cSFtabmS,,,,,53.79670715,-2.235305786,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality",Experience is to life choices,"Morality is a code by which people conduct themselves in the world. It is a very personal thing although society will dictate its own view of morality on people and what is and is not acceptable. 

Wisdom and morality are two charachteristics of personality that come with age and the example set by our parents.",5.48,27.966,132.444,2,"Some people are very moral in their intentions and their actions will be coloured by this.

Some are amoral and this can also colour their actions.",0,0,6.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I think that wisdom and  culture go hand in hand.,1,,1,0,,0,0,,0,0,,0,"Self-compassion,Humor,Balance of diverse interests,Pursuit of truth","Equanimity/Self-control,Self-transcendence,Declarative (book) knowledge,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Sympathy/compassion,In-group cooperation,Realization of shared humanity","Deliberation/Reflection,Experiential knowledge,Seeking Insight /Meaning,Uncertainty management","Context-sensitivity,Open-mindedness/Consideration of diverse perspectives",,,,,,,,,4,,,3,,,,,1,2,4,,1,,2,,7,,6,5,,,,3,,,,,,,,,1,,,,,,2,4,,3,,,,2,,1,,,,,,,,,,,,,,16.093,86.137,120.03,2,,65,Female,,,,,,,,,,,,,,,
