StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,t.intro_First Click,t.intro_Last Click,t.intro_Page Submit,t.intro_Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,field,field_14_TEXT,prior_research,research_morality,research_culturalpsy,education,education_4_TEXT,position,position_8_TEXT,institution_type,institution_type_5_TEXT,country,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,wis_psych_char,wisdomModelFamiliar,model_agreement,model_disagree,wisdom_culture,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,wis_moral_articles,socio_poli_articles,comments,moral_wis_comments - Topics,moral_wis_comments - Parent Topics
8/25/2021 18:16,8/25/2021 18:18,IP Address,98.228.10.153,50,163,FALSE,8/25/2021 19:18,R_agS62hBY8K7dKyR,,,,,,,anonymous,EN,0,0,9.619,0,Safari,13.1.2,Macintosh,1920x1080,Other,"Psychology of Religion and Spirituality, and Transpersonal",Yes,Yes,No,PhD,,Other, Adjunct Professor,Other,Independent Scholar presently,USA,Morality is necessary for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2021 18:20,8/25/2021 18:24,IP Address,83.40.69.3,10,222,FALSE,8/25/2021 19:24,R_yJxIYqc84pK0nCx,,,,,,,anonymous,EN,75.363,76.395,114.759,2,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2021 20:13,8/25/2021 20:35,IP Address,223.132.186.86,100,1291,TRUE,8/25/2021 20:35,R_3ELIlcD1iqCSvRi,,,,,35.4427948,139.6556091,anonymous,EN,11.89,16.642,18.544,4,Safari iPhone,14.1.2,iPhone,375x667,"Evolutionary Psychology,Other",Cultural Sociology,No,Yes,No,PhD,,Professor,,University,,Japan,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality",Seeds,,We need our physical body and mind ready for such intention.,No,,,"Cultural influence is stored at the older part of the brain, and it works as an instinct",67.286,109.186,130.963,5,"Self-compassion,Self-transcendence,Context-sensitivity,Humor","Uncertainty management,In-group cooperation,Deliberation/Reflection","Experiential knowledge,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Balance of diverse interests,Declarative (book) knowledge,Open-mindedness/Consideration of diverse perspectives","Seeking Insight /Meaning,Pursuit of truth,Sympathy/compassion,Equanimity/Self-control,Realization of shared humanity",,,,3,2,,,,,,,,,,,1,4,,,,,,3,,,2,,,,1,,,,,2,5,,,,,,,,,3,1,,4,,,,,,4,,,,5,2,,3,,,,,1,,,No idea,No idea,No,,
8/25/2021 20:35,8/25/2021 20:47,IP Address,69.245.157.183,100,720,TRUE,8/25/2021 20:47,R_57kdOj2kPhvjchH,,,,,42.11120605,-88.04389954,anonymous,EN,0,0,3.113,0,Chrome,91.0.4472.114,Macintosh,1280x800,Other,Wisdom and Faith,No,No,No,Other,MD,Other,Practicing MD,NGO,,United States,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,,,,No,,,,46.447,46.447,106.584,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2021 19:47,8/25/2021 19:50,IP Address,99.149.239.231,50,200,FALSE,8/25/2021 20:50,R_9uDayJz3IBJUqFH,,,,,,,anonymous,EN,0,0,23.668,0,Safari,14.1.2,Macintosh,810x1080,"Moral philosophy,Education",,No,No,No,Masters,,Retired,,Liberal arts college,,USA,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is necessary for morality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2021 20:48,8/25/2021 20:50,IP Address,180.190.44.244,50,135,FALSE,8/25/2021 21:50,R_2tKk1RWHaBs8JsS,,,,,,,anonymous,EN,0,0,16.369,0,Safari,14.1.2,Macintosh,1440x900,"Social Psychology,Clinical Psychology,Personality Psychology,Quantitative Psychology,Moral Psychology,Virtue ethics",,Yes,Yes,Yes,PhD,,Other,,Private sector,,Philippines,Morality is relevant for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2021 23:17,8/25/2021 23:24,IP Address,95.42.85.86,100,471,TRUE,8/25/2021 23:24,R_1EcAf6R4ET1qp7Z,,,,,43.21859741,27.91229248,anonymous,EN,15.006,20.476,22.311,2,Safari iPhone,14.1.2,iPhone,375x812,"Social Psychology,Cognitive Psychology,Developmental Psychology,Personality Psychology,Wisdom,Education",,No,No,Yes,PhD,,Professor,,University,,Bulgaria,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality",the air for breating,,To high extent,No,,,,15.813,24.095,24.761,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What is the relationship between Wisdom and Responsibility( personal and societal) ,,
8/25/2021 23:11,8/25/2021 23:28,IP Address,184.103.151.155,100,1007,TRUE,8/25/2021 23:28,R_2EGIs3VCrsaF3p1,,,,,33.5921936,-112.0028992,anonymous,EN,11.371,11.371,15.464,1,Chrome,91.0.4472.114,Macintosh,1600x900,"Wisdom,Cognitive Science,Education",,Yes,Yes,Yes,PhD,,Other,Adjunct Faculty,University,,United States,Morality is relevant for wisdom,Wisdom is relevant for morality,Nutritious food is to healthy growth,,Intentions do not necessarily lead to wise actions.  Wise actions may or may not achieve one's desired outcome.,No,,,"In my research, basic qualities of wisdom are similar in the five cultures I conducted qualitative studies. ",20.152,20.152,27.057,1,"Context-sensitivity,In-group cooperation,Uncertainty management","Experiential knowledge,Balance of diverse interests,Realization of shared humanity,Declarative (book) knowledge","Self-compassion,Open-mindedness/Consideration of diverse perspectives,Seeking Insight /Meaning,Pursuit of truth","Equanimity/Self-control,Sympathy/compassion,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Self-transcendence,Deliberation/Reflection,Humor",,,,1,,,,,2,,,,3,,,,,,,,,,,3,,,,2,1,,4,,,,,2,,,,,,4,,,,,,,3,1,,3,,1,,4,5,,,,2,,,,,,,6,,,,,
8/25/2021 22:57,8/25/2021 23:48,IP Address,67.2.30.22,100,3051,TRUE,8/25/2021 23:48,R_1Cdw0STllHNUAuT,,,,,40.62260437,-111.7777023,anonymous,EN,47.965,47.965,50.495,1,Chrome,92.0.4515.159,Windows NT 10.0,1280x720,Other,Cultural Anthropology,No,No,No,PhD,,Other,Senior Curator,Private sector,,United States,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",,,"Morality (social virtue) is necessary but not sufficient for wisdom (consciousness of one's place in the universe); psychological characteristics of both relate individuals to the wider meaningful contexts of their lives (social, environmental, universal). ",,No,,,"Culture is the social context of human consciousness; psychological characteristics make wisdom desirable, meaningful, and intentional for members of a culture group",42.933,118.966,120.684,5,"Open-mindedness/Consideration of diverse perspectives,Realization of shared humanity,Self-transcendence,Balance of diverse interests","Epistemic humility/Recognition of limits of knowledge & one's fallibility,Pursuit of truth,Seeking Insight /Meaning,Sympathy/compassion,Uncertainty management","Humor,Deliberation/Reflection,In-group cooperation,Equanimity/Self-control","Experiential knowledge,Declarative (book) knowledge,Self-compassion,Context-sensitivity",,1,,,3,,2,,,,4,,,,,,,1,,,,,,,2,,4,,,5,,3,,,,,4,,,2,,,3,,,,,,,,1,,,,4,,,,,,,,1,,2,,3,,I am not familiar with empirical scholarship on wisdom,I am not familiar with recent empirical scholarship on wisdom.,I look forward to learning. This is a new and vital field of study and practice for me.,Unknown,
8/25/2021 23:49,8/26/2021 0:09,IP Address,208.53.103.37,100,1210,TRUE,8/26/2021 0:09,R_3Jf4baUt6DXDALN,,,,,47.47579956,-122.6421967,anonymous,EN,6.376,19.793,23.075,7,Firefox,91,Android 11,360x760,"Wisdom,Education",,Yes,Yes,Yes,Masters,,Assistant Professor,,University,,USA,Morality is a precursor for wisdom,Wisdom is relevant for morality,Choices among alternatives lead to actions and subsequent consequences. ,Wise acts should follow morally just choices.,Consequences stemming from wise actions typically follow moral intentions. ,No,,,Cultures may or may not encourage growth of Wisdom and wise acts; cultures that encourage growth of Wisdom should lead toward wise acts.,30.045,65.964,66.715,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A choice not followed by derived action cannot reflect Wisdom or lack thereof. ,Unknown,
8/26/2021 1:05,8/26/2021 1:07,IP Address,68.41.26.46,60,127,FALSE,8/26/2021 2:07,R_SYRh0gmWmWxFYLn,,,,,,,anonymous,EN,0,0,4.102,0,Chrome,92.0.4515.159,Macintosh,1440x900,"Developmental Psychology,Wisdom,Education",,Yes,Yes,Yes,PhD,,Other,,NGO,,United States,Morality is relevant for wisdom,Wisdom is necessary for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2021 4:22,8/26/2021 5:40,IP Address,147.188.241.64,100,4674,TRUE,8/26/2021 5:40,R_24CxYve9fUbnpqt,,,,,52.41670227,-1.916702271,anonymous,EN,0,0,46.022,0,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,"Social Psychology,Wisdom,Virtue ethics,Education",,Yes,No,No,Masters,,Post-Doctoral Scholar,,University,,United Kingdom,Morality is necessary for wisdom,Wisdom is sufficient for morality,a house is to a foundation. ,"'- Morality is a foundation upon which wisdom can grow and develop;  - Morality is something that develops from early childhood through to early adulthood;  - Wisdom possibly develops from late adolescence but should not be assumed as developed by early adulthood;  - Early adulthood through mid-adulthood may still be valuable and necessary developmental periods for nurturing and developing wisdom;  - Early adulthood, and especially the undergraduate years, might be the best period for the development of wisdom. ","Moral intentions are important precursors for moral actions, both of which are important characteristics of wisdom; however, it is possibly only through reflection on either the action or lack of action (perhaps in the form of regret  or satisfaction in not having acted) that a repertoire of experience (including failure and success) can be built, upon and from which wisdom can grow and develop. ",Yes,"'- Generally speaking, I think the model makes a hugely valuable contribution to the field by bringing together and 'uniting' different models. ","'- There does not (to my memory) appear to be an emphasis on/consideration of, the role that emotions play in wisdom, which I would reckon (from personal experience), and which my own empirical research suggests, is crucial to be able to reflect and act wisely. ","'- I think that culture can inform and influence the psychological characteristics of wisdom;  - I think that culture has the potential to be unethical or not conducive to ethical practices/perspectives, which are crucial to wisdom. ",0,0,349.077,0,"Self-compassion,Self-transcendence","Realization of shared humanity,Declarative (book) knowledge,In-group cooperation,Pursuit of truth,Balance of diverse interests","Open-mindedness/Consideration of diverse perspectives,Uncertainty management,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Sympathy/compassion,Deliberation/Reflection","Humor,Experiential knowledge,Context-sensitivity,Seeking Insight /Meaning,Equanimity/Self-control",,,,,2,,,,,,,,,,,1,,,,,,,,1,4,3,,5,,,2,,,,3,1,,,,5,,,,4,,,2,,,,,,,5,3,,,,,,,,2,,,4,,1,,,,Unknown,
8/26/2021 5:13,8/26/2021 6:13,IP Address,90.89.167.153,100,3632,TRUE,8/26/2021 6:13,R_1Q9Fd4N9XFPQc0d,,,,,43.604599,1.445098877,anonymous,EN,0,0,2.878,0,Chrome,91.0.4472.101,Macintosh,1920x1080,"Social Psychology,Developmental Psychology,Personality Psychology,Moral Psychology",,No,Yes,No,PhD,,Graduate student,,University,,France,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom,Morality is sufficient for wisdom",,,,,No,,,,0,0,4.787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2021 10:06,8/26/2021 10:14,IP Address,112.200.195.39,100,469,TRUE,8/26/2021 10:14,R_1lxF3pDgodnXJWk,,,,,14.62579346,121.0390015,anonymous,EN,0.526,0.526,18.659,1,Edge,92.0.902.78,Windows NT 10.0,1536x864,,,,,,,,,,,,philippines,,,,,,No,,,,47.703,107.692,108.708,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2021 10:32,8/26/2021 10:38,IP Address,128.119.202.222,70,374,FALSE,8/26/2021 11:38,R_A5v0lShrnQG3s2Z,,,,,,,anonymous,EN,0,0,10.5,0,Chrome,92.0.4515.159,Macintosh,1440x900,Other,,No,No,No,Masters,,Other,,Private sector,,United States,Morality is necessary for wisdom,,,"There can be no wisdom without a conception of human flourishing; human flourishing can only be obtained in the larger contexts of bio-flourishing and geo-flourishing, encompassing life and the planet",,Yes,I still need to read the paper in detail,I still need to read the paper in detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
8/26/2021 12:08,8/26/2021 12:21,IP Address,99.229.209.57,100,795,TRUE,8/26/2021 12:21,R_33DuQlWAQilYdzf,,,,,43.6546936,-79.36229706,anonymous,EN,0,0,6.172,0,Chrome,92.0.4515.131,Windows NT 10.0,1280x720,"Social Psychology,Developmental Psychology,Moral Psychology",,Yes,Yes,No,Bachelors,,Undergraduate student,,University,,Canada,Morality is relevant for wisdom,Wisdom is relevant for morality,IQ is to math,"'- Although they may be related, morality and wisdom are clearly distinct constructs - I believe we can arrive at one without the other too, ie growing up with good moral upbringing but not understanding why.","There are likely multiple domains of wisdom. Morality would probably only relate to one of these. Additionally, different levels of wisdom/thinking can lead to the same moral conclusions, making me unsure that wisdom depends on morals",No,,,,0,0,80.963,0,"Declarative (book) knowledge,Pursuit of truth","Seeking Insight /Meaning,Uncertainty management,Self-transcendence","Realization of shared humanity,Equanimity/Self-control,Context-sensitivity,Deliberation/Reflection,In-group cooperation,Open-mindedness/Consideration of diverse perspectives,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Balance of diverse interests","Self-compassion,Humor,Sympathy/compassion,Experiential knowledge",,,,,,,,2,,,,,,1,,,,,,,,3,,,,,,,,2,,1,,,7,6,2,3,,4,1,,5,,8,,,,,,,,,,,,,,,,3,,4,,,,1,2,,"Baron, J. (2019). Actively open-minded thinking in politics. Cognition, 188, 8–18. https://doi.org/10.1016/j.cognition.2018.10.004",,Unknown,
8/26/2021 12:33,8/26/2021 12:46,IP Address,146.115.69.225,100,774,TRUE,8/26/2021 12:46,R_1r6BvoZ9HAwmN8F,,,,,42.41879272,-71.15570068,anonymous,EN,0,0,2.994,0,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,"Developmental Psychology,Moral Psychology,Wisdom,Education",,Yes,Yes,Yes,PhD,,Associate Professor,,Liberal arts college,,USA,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,,,"""Depend"" is a loaded word. Do you mean as a predictor or as a moderator or as a mediator in a statistical model? Or as a category in a qualitative model? Or as an interaction of two processes in a process model? defining wisdom in terms of ""psychological"" and ""characteristics"" is also loaded with assumptions. Rather than, for example, wisdom as a situational outcome or a situational property or as an interaction or even a feedback loop. Intents' and actions' ""roles"" would change based on different clearer specifications.",Yes,"that wisdom currently is defined in many ways; that metacognition probably plays an important role in wisdom, but only in functional interaction and whether metacognition is considered the ""super-"" faculty with others as ""subs-"" may differ based on the timepoint within a situation in which wisdom arises.",That it is a consensus of the field; it uses a lot of academic terms that I'm not sure could be observable in real-life; I think wisdom is a more concrete phenomenon--not an abstraction,,0,0,4.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2021 22:47,8/26/2021 22:52,IP Address,122.177.72.162,97,299,FALSE,8/26/2021 23:52,R_22A0qz2NFITmRAL,,,,,,,anonymous,EN,2.074,2.074,10.8,1,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,"Social Psychology,Other",Legal Studies,Yes,Yes,Yes,Bachelors,,Undergraduate student,,Liberal arts college,,India,"Morality is relevant for wisdom,Morality is a precursor for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality",,,,,,,,6.613,6.613,8.128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2021 5:55,8/27/2021 6:03,IP Address,121.99.222.159,60,477,FALSE,8/27/2021 7:04,R_1pEYzWAPRLmzdIi,,,,,,,anonymous,EN,7.699,7.699,41.03,1,Firefox,91,Macintosh,1680x1050,Other,"Educational technology, inclusive design",No,No,No,PhD,,Other,Honorary senior lecturer and co-founder of edtech company,University,,New Zealand,Morality is relevant for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2021 8:53,8/27/2021 8:54,IP Address,116.206.245.137,10,48,FALSE,8/27/2021 9:54,R_3CTSeFp8GPBD1k2,,,,,,,anonymous,EN,11.968,12.801,14.052,2,Chrome,92.0.4515.159,Android 11,360x780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2021 12:31,8/27/2021 12:43,IP Address,108.172.22.112,100,694,TRUE,8/27/2021 12:43,R_3ERv9LehEWlk4bh,,,,,49.26660156,-123.1976013,anonymous,EN,0,0,7.793,0,Safari,14.1.2,Macintosh,1440x900,"Virtue ethics,Moral philosophy",,Yes,Yes,No,PhD,,Professor,,University,,Canada,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is sufficient for morality",phronesis is to justice,,Wisdom is a character trait that involves mature moral functioning.,No,,,Wisdom is context-specific and its meaning depends on a concrete form of life. ,0,0,26.536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Narvaez, Darcia. 2006. “Integrative Ethical Education,” in Melanie Killen and Judith Smetana, eds. Handbook of Moral Development, Mahwah, NJ: Lawrence Erlbaum Associates, Inc. 2006, pp. 703-734. Narvaez, Darcia 2008. “Human flourishing and moral development: cognitive science and neurobiological perspectives on virtue development.” In L. Nucci & D. Narvaez, eds. Handbook of Moral and Character Education. Mahwah, NJ, Erlbaum, pp. 310–327.  ","Sandercock, Leonie. and Giovanni Attili. 2012. “Unsettling a Settler Society: Film, phronesis and collaborative planning in small town Canada,” in Flyvbjerg, Bent, Todd Landman, and Sanford Schram, eds. Real Social Science: Applied Phronesis. New York: Cambridge University Press.  Sandel, Michael. 2019. The Tyranny of Merit: What’s Become of the Common Good? New York: Farrar, Straus and Giroux. Schwartz, Barry and Kenneth Sharpe. 2010. Practical Wisdom: The Right Way to do The Right Thing. Penguin/Riverhead Books.",,,
8/27/2021 13:32,8/27/2021 14:05,IP Address,93.175.251.1,100,1944,TRUE,8/27/2021 14:05,R_3jxyR2GAjJJnUyt,,,,,45.35800171,10.84519958,anonymous,EN,0,0,6.625,0,Safari,14.1.2,Macintosh,1440x900,Other,Bioethics / Clinical Ethics / Clinical Pharmacy / Medical Information,Yes,Yes,No,Other,Professional degree (Pharmacist) & Post-graduate (Bioethics),Other,,Other,,Germany & New Zealand,"Morality is relevant for wisdom,Morality is a precursor for wisdom",Wisdom is relevant for morality,Truth is to reality,,,Yes,,,,0,0,51.437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2021 17:57,8/27/2021 18:16,IP Address,213.127.93.209,50,1184,FALSE,8/27/2021 19:16,R_1OTUNyY7WfeRORf,,,,,,,anonymous,EN,0,0,683.084,0,Chrome,92.0.4515.159,Windows NT 10.0,1920x1200,"Education,Other",,No,No,Yes,PhD,,Associate Professor,,University,,Nederland,Morality is relevant for wisdom,"Wisdom is a precursor for morality,Wisdom is necessary for morality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2021 20:49,8/27/2021 21:54,IP Address,115.64.63.225,60,3917,FALSE,8/27/2021 22:54,R_25H4Gv2aNBWvFAv,,,,,,,anonymous,EN,0,0,9.477,0,Edge,92.0.902.78,Windows NT 10.0,1280x720,"Social Psychology,Wisdom,Virtue ethics",,Yes,No,No,PhD,,Associate Professor,,University,,Australia,Morality is necessary for wisdom,Wisdom is relevant for morality,"athletic ability is to a sport (be it football, cricket etc)","I have maintained from the outset when I first began studying wisdom that virtue is at the core of wisdom. Without virtue, there is no wisdom, only cleverness.  Virtue in the Aristotelian sense extends beyond morality. By that I mean that morality is essentially about choosing the right action according to principles of justice, fairness, honesty etc.   However, virtue extends beyond this to place at the core eudaimonia.  Eudaimonia is essentially social, not individualistic: morality is often concerned with individual choice about right and wrong in specific instances.  Eudaimonia is concerned with ""human flourishing"", which extends beyond what is right or wrong according to principles of morality.   Human flourishing is other directed and moves the temporal landscape to enhancing the future condition of humankind. This is especially important in relation to environmental care (including global warming). It is also consistent with the human generativity impulse.       ","My approach to wisdom has always been Social Practice Wisdom, although if we incorporate eudaimonia as a fundamental of wisdom then ""social practice' becomes redundant.  So yes, moral intentions and actions are fundamental to wisdom. That is, our actions must be guided by ennobling and humane desires and beliefs that are founded not just on reason and fact, but in domains where reason and fact are hard to apply, are based on what ""should be"" the case.  Wisdom is not wisdom unless enacted. If we applied Theory of Planned Behaviour then an intention to act in the right manner is insufficient. There must be the discipline of conation to move beyond intention to action.   ",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
8/28/2021 3:09,8/28/2021 3:11,IP Address,73.149.131.175,80,111,FALSE,8/28/2021 4:11,R_21cBYu4RZGmMvhs,,,,,,,anonymous,EN,0,0,7.887,0,Chrome,92.0.4515.107,Macintosh,1440x900,"Developmental Psychology,Moral Psychology",,Yes,Yes,No,PhD,,Post-Doctoral Scholar,,University,,Indonesia/ USA,Morality is necessary for wisdom,,,,,No,,,,2.338,2.338,3.191,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021 14:12,8/28/2021 14:32,IP Address,73.168.201.38,100,1240,TRUE,8/28/2021 14:32,R_1MQXXC9SZdRvEoO,,,,,42.12120056,-87.84049988,anonymous,EN,0,0,15.208,0,Chrome,92.0.4515.159,Windows NT 10.0,1280x720,Other,Social Work,No,No,No,PhD,,Retired,,University,,United States,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,compassion is to empathy.,,,No,,,,0,0,30.879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
